relative_path,category,word_arabic,word_arabic_stripped,variant,signer_id,handedness,sign_type
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْبِطَةُ الحِذَاءِ (إِشَارَة 1).mp4,Diverse,أَرْبِطَةُ الحِذَاءِ,أربطة الحذاء,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْبِطَةُ الحِذَاءِ (إِشَارَة 2).mp4,Diverse,أَرْبِطَةُ الحِذَاءِ,أربطة الحذاء,2,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْبِطَةُ الحِذَاءِ (إِشَارَة 3).mp4,Diverse,أَرْبِطَةُ الحِذَاءِ,أربطة الحذاء,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْكَانُ الْإِسْلاَمِ (إِشَارَة 1).mp4,Diverse,أَرْكَانُ الْإِسْلاَمِ,أركان الإسلام,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْكَانُ الْإِسْلاَمِ (إِشَارَة 2).mp4,Diverse,أَرْكَانُ الْإِسْلاَمِ,أركان الإسلام,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْكَانُ الْإِسْلاَمِ (إِشَارَة 3).mp4,Diverse,أَرْكَانُ الْإِسْلاَمِ,أركان الإسلام,3,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْنَبٌ (إِشَارَة 1).mp4,Diverse,أَرْنَبٌ,أرنب,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْنَبٌ (إِشَارَة 2).mp4,Diverse,أَرْنَبٌ,أرنب,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَرْنَبٌ (إِشَارَة 3).mp4,Diverse,أَرْنَبٌ,أرنب,3,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَزَالَ (إِشَارَة 1).mp4,Diverse,أَزَالَ,أزال,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَزَالَ (إِشَارَة 2).mp4,Diverse,أَزَالَ,أزال,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَزْرَقُ (إِشَارَة 1).mp4,Diverse,أَزْرَقُ,أزرق,1,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَزْرَقُ (إِشَارَة 2).mp4,Diverse,أَزْرَقُ,أزرق,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَزْرَقُ (إِشَارَة 3).mp4,Diverse,أَزْرَقُ,أزرق,3,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسَدٌ (إِشَارَة 1).mp4,Diverse,أَسَدٌ,أسد,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسَدٌ (إِشَارَة 2).mp4,Diverse,أَسَدٌ,أسد,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسَّسَ.mp4,Diverse,أَسَّسَ,أسس,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسْفَلُ.mp4,Diverse,أَسْفَلُ,أسفل,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسْوَدُ (إِشَارَة 1).mp4,Diverse,أَسْوَدُ,أسود,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسْوَدُ (إِشَارَة 2).mp4,Diverse,أَسْوَدُ,أسود,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَسْوَدُ (إِشَارَة 3).mp4,Diverse,أَسْوَدُ,أسود,3,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَشَاعَ.mp4,Diverse,أَشَاعَ,أشاع,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصَمُّ (إِشَارَة 1).mp4,Diverse,أَصَمُّ,أصم,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصَمُّ (إِشَارَة 2).mp4,Diverse,أَصَمُّ,أصم,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصِيلَةُ (إِشَارَة 1).mp4,Diverse,أَصِيلَةُ,أصيلة,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصِيلَةُ (إِشَارَة 2).mp4,Diverse,أَصِيلَةُ,أصيلة,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْبَحَ (إِشَارَة 1).mp4,Diverse,أَصْبَحَ,أصبح,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْبَحَ (إِشَارَة 2).mp4,Diverse,أَصْبَحَ,أصبح,2,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْفَرُ (إِشَارَة 1).mp4,Diverse,أَصْفَرُ,أصفر,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْفَرُ (إِشَارَة 2).mp4,Diverse,أَصْفَرُ,أصفر,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْلَحَ.mp4,Diverse,أَصْلَحَ,أصلح,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَصْلَعُ.mp4,Diverse,أَصْلَعُ,أصلع,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَضَافَ (إِشَارَة 1).mp4,Diverse,أَضَافَ,أضاف,1,3,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَضَافَ (إِشَارَة 2).mp4,Diverse,أَضَافَ,أضاف,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَطْفَأَ (إِشَارَة 1).mp4,Diverse,أَطْفَأَ,أطفأ,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَطْفَأَ (إِشَارَة 2).mp4,Diverse,أَطْفَأَ,أطفأ,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعَادَ (إِشَارَة 1).mp4,Diverse,أَعَادَ,أعاد,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعَادَ (إِشَارَة 2).mp4,Diverse,أَعَادَ,أعاد,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْزَبُ (إِشَارَة 1).mp4,Diverse,أَعْزَبُ,أعزب,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْزَبُ (إِشَارَة 2).mp4,Diverse,أَعْزَبُ,أعزب,2,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْزَبُ (إِشَارَة 3).mp4,Diverse,أَعْزَبُ,أعزب,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْطَى.mp4,Diverse,أَعْطَى,أعطى,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْلَمَ.mp4,Diverse,أَعْلَمَ,أعلم,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْمَى (إِشَارَة 1).mp4,Diverse,أَعْمَى,أعمى,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَعْمَى (إِشَارَة 2).mp4,Diverse,أَعْمَى,أعمى,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَغْلَقَ.mp4,Diverse,أَغْلَقَ,أغلق,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَغْمَضَ.mp4,Diverse,أَغْمَضَ,أغمض,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَفْرَغَ.mp4,Diverse,أَفْرَغَ,أفرغ,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَفْغَانِسْتَان (إِشَارَة 1).mp4,Diverse,أَفْغَانِسْتَان,أفغانستان,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَفْغَانِسْتَان (إِشَارَة 2).mp4,Diverse,أَفْغَانِسْتَان,أفغانستان,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَقَلُّ.mp4,Diverse,أَقَلُّ,أقل,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَقْسَمَ (إِشَارَة 1).mp4,Diverse,أَقْسَمَ,أقسم,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَقْسَمَ (إِشَارَة 2).mp4,Diverse,أَقْسَمَ,أقسم,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَقْسَمَ (إِشَارَة 3).mp4,Diverse,أَقْسَمَ,أقسم,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَكَادِير.mp4,Diverse,أَكَادِير,أكادير,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَكَلَ.mp4,Diverse,أَكَلَ,أكل,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَكْثَرُ (إِشَارَة 1).mp4,Diverse,أَكْثَرُ,أكثر,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَكْثَرُ (إِشَارَة 2).mp4,Diverse,أَكْثَرُ,أكثر,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَلَمٌ (إِشَارَة 1).mp4,Diverse,أَلَمٌ,ألم,1,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَلَمٌ (إِشَارَة 2).mp4,Diverse,أَلَمٌ,ألم,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَلْعَابُ الْقُوَى (إِشَارَة 1).mp4,Diverse,أَلْعَابُ الْقُوَى,ألعاب القوى,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَلْعَابُ الْقُوَى (إِشَارَة 2).mp4,Diverse,أَلْعَابُ الْقُوَى,ألعاب القوى,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَلْفُ دِرْهَمٍ.mp4,Diverse,أَلْفُ دِرْهَمٍ,ألف درهم,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 1).mp4,Diverse,أَمَامَ,أمام,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 2).mp4,Diverse,أَمَامَ,أمام,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 3).mp4,Diverse,أَمَامَ,أمام,3,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَامَ (إِشَارَة 4).mp4,Diverse,أَمَامَ,أمام,4,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَرَ.mp4,Diverse,أَمَرَ,أمر,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمَلٌ.mp4,Diverse,أَمَلٌ,أمل,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسٌ (إِشَارَة 1).mp4,Diverse,أَمْسٌ,أمس,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسٌ (إِشَارَة 2).mp4,Diverse,أَمْسٌ,أمس,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْسَكَ.mp4,Diverse,أَمْسَكَ,أمسك,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 1).mp4,Diverse,أَمْعَاءٌ,أمعاء,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 2).mp4,Diverse,أَمْعَاءٌ,أمعاء,2,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَمْعَاءٌ (إِشَارَة 3).mp4,Diverse,أَمْعَاءٌ,أمعاء,3,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَانَس (إِشَارَة 1).mp4,Diverse,أَنَانَس,أنانس,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَانَس (إِشَارَة 2).mp4,Diverse,أَنَانَس,أنانس,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنَّ.mp4,Diverse,أَنَّ,أن,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنِيقٌ (إِشَارَة 1).mp4,Diverse,أَنِيقٌ,أنيق,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنْفٌ.mp4,Diverse,أَنْفٌ,أنف,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَنْقَذَ.mp4,Diverse,أَنْقَذَ,أنقذ,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّل مَرَّة (إِشَارَة 1).mp4,Diverse,أَوَّل مَرَّة,أول مرة,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّل مَرَّة (إِشَارَة 2).mp4,Diverse,أَوَّل مَرَّة,أول مرة,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوَّلاً.mp4,Diverse,أَوَّلاً,أولا,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْ (إِشَارَة 1).mp4,Diverse,أَوْ,أو,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْ (إِشَارَة 2).mp4,Diverse,أَوْ,أو,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْقَفَ (إِشَارَة 1).mp4,Diverse,أَوْقَفَ,أوقف,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَوْقَفَ (إِشَارَة 2).mp4,Diverse,أَوْقَفَ,أوقف,2,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْضًا.mp4,Diverse,أَيْضًا,أيضا,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْنَ (إِشَارَة 1).mp4,Diverse,أَيْنَ,أين,1,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أَيْنَ (إِشَارَة 2).mp4,Diverse,أَيْنَ,أين,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُتُوبِيسٌ (إِشَارَة 1).mp4,Diverse,أُتُوبِيسٌ,أتوبيس,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُتُوبِيسٌ (إِشَارَة 2).mp4,Diverse,أُتُوبِيسٌ,أتوبيس,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُجْرَةٌ (إِشَارَة 1).mp4,Diverse,أُجْرَةٌ,أجرة,1,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُجْرَةٌ (إِشَارَة 2).mp4,Diverse,أُجْرَةٌ,أجرة,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُخْتٌ.mp4,Diverse,أُخْتٌ,أخت,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُذْنٌ.mp4,Diverse,أُذْنٌ,أذن,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُرْجُوحَةٌ.mp4,Diverse,أُرْجُوحَةٌ,أرجوحة,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْبُوعٌ.mp4,Diverse,أُسْبُوعٌ,أسبوع,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 1).mp4,Diverse,أُسْتَاذٌ,أستاذ,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 2).mp4,Diverse,أُسْتَاذٌ,أستاذ,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 3).mp4,Diverse,أُسْتَاذٌ,أستاذ,3,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْطُوَانَةٌ.mp4,Diverse,أُسْطُوَانَةٌ,أسطوانة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُطْرُوحَةٌ.mp4,Diverse,أُطْرُوحَةٌ,أطروحة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُكُورْدِيُون.mp4,Diverse,أُكُورْدِيُون,أكورديون,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 1).mp4,Diverse,أُمٌّ,أم,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 2).mp4,Diverse,أُمٌّ,أم,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 3).mp4,Diverse,أُمٌّ,أم,3,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 4).mp4,Diverse,أُمٌّ,أم,4,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُولَمْبِيَاد.mp4,Diverse,أُولَمْبِيَاد,أولمبياد,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُيَّلٌ.mp4,Diverse,أُيَّلٌ,أيل,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْتَسَمَ (إِشَارَة 1).mp4,Diverse,اِبْتَسَمَ,ابتسم,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْتَسَمَ (إِشَارَة 2).mp4,Diverse,اِبْتَسَمَ,ابتسم,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنٌ (إِشَارَة 1).mp4,Diverse,اِبْنٌ,ابن,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنٌ (إِشَارَة 2).mp4,Diverse,اِبْنٌ,ابن,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنُ الْعَمِّ (إِشَارَة 1).mp4,Diverse,اِبْنُ الْعَمِّ,ابن العم,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنُ الْعَمِّ (إِشَارَة 2).mp4,Diverse,اِبْنُ الْعَمِّ,ابن العم,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّصَلَ.mp4,Diverse,اِتَّصَلَ,اتصل,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّفَقَ.mp4,Diverse,اِتَّفَقَ,اتفق,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتَّهَمَ.mp4,Diverse,اِتَّهَمَ,اتهم,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّجَاهٌ.mp4,Diverse,اِتِّجَاهٌ,اتجاه,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 1).mp4,Diverse,اِتِّحَادٌ,اتحاد,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 2).mp4,Diverse,اِتِّحَادٌ,اتحاد,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 3).mp4,Diverse,اِتِّحَادٌ,اتحاد,3,0,both,lexical
