relative_path,category,word_arabic,word_arabic_stripped,variant,split
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَبَأَ (إِشَارَة 1).mp4,Diverse,اِخْتَبَأَ,اختبأ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَفَى.mp4,Diverse,اِخْتَفَى,اختفى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتِرَاقٌ (إِشَارَة 1).mp4,Diverse,اِخْتِرَاقٌ,اختراق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِدَّخَرَ (إِشَارَة 1).mp4,Diverse,اِدَّخَرَ,ادخر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَاحَ (إِشَارَة 1).mp4,Diverse,اِرْتَاحَ,ارتاح,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَطَمَ.mp4,Diverse,اِرْتَطَمَ,ارتطم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَدْعَى (إِشَارَة 1).mp4,Diverse,اِسْتَدْعَى,استدعى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَقَرَّ (إِشَارَة 1).mp4,Diverse,اِسْتَقَرَّ,استقر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَقْبَلَ (إِشَارَة 1).mp4,Diverse,اِسْتَقْبَلَ,استقبل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَمْتَعَ (إِشَارَة 1).mp4,Diverse,اِسْتَمْتَعَ,استمتع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَيْقَظَ.mp4,Diverse,اِسْتَيْقَظَ,استيقظ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتِرَاحَةٌ (إِشَارَة 1).mp4,Diverse,اِسْتِرَاحَةٌ,استراحة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْمٌ.mp4,Diverse,اِسْمٌ,اسم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْتَرَى.mp4,Diverse,اِشْتَرَى,اشترى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْتِرَاكُ الهَاتِفِ.mp4,Diverse,اِشْتِرَاكُ الهَاتِفِ,اشتراك الهاتف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِشْمِئْزَازٌ.mp4,Diverse,اِشْمِئْزَازٌ,اشمئزاز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَادَ (إِشَارَة 1).mp4,Diverse,اِعْتَادَ,اعتاد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَرَضَ.mp4,Diverse,اِعْتَرَضَ,اعترض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِفْتَرَقَ (إِشَارَة 1).mp4,Diverse,اِفْتَرَقَ,افترق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِقْتِطَاعٌ (إِشَارَة 1).mp4,Diverse,اِقْتِطَاعٌ,اقتطاع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِكْتَشَفَ.mp4,Diverse,اِكْتَشَفَ,اكتشف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِلْتَحَقَ.mp4,Diverse,اِلْتَحَقَ,التحق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِمْتِحَانٌ (إِشَارَة 1).mp4,Diverse,اِمْتِحَانٌ,امتحان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَخَبَ.mp4,Diverse,اِنْتَخَبَ,انتخب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَصَرَ (إِشَارَة 1).mp4,Diverse,اِنْتَصَرَ,انتصر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَظَرَ (إِشَارَة 1).mp4,Diverse,اِنْتَظَرَ,انتظر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَعَشَ.mp4,Diverse,اِنْتَعَشَ,انتعش,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَقَلَ (إِشَارَة 1).mp4,Diverse,اِنْتَقَلَ,انتقل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَهَى (إِشَارَة 1).mp4,Diverse,اِنْتَهَى,انتهى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخَرَطَ (إِشَارَة 1).mp4,Diverse,اِنْخَرَطَ,انخرط,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخِفَاضٌ.mp4,Diverse,اِنْخِفَاضٌ,انخفاض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْدَمَجَ.mp4,Diverse,اِنْدَمَجَ,اندمج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْسَحَبَ.mp4,Diverse,اِنْسَحَبَ,انسحب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْفَجَرَ.mp4,Diverse,اِنْفَجَرَ,انفجر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْقِطَاعُ الكَهْرَبَاءِ (إِشَارَة 1).mp4,Diverse,اِنْقِطَاعُ الكَهْرَبَاءِ,انقطاع الكهرباء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَاهِيمُ عَلَيْهِ السَّلاَمُ.mp4,Diverse,إِبْرَاهِيمُ عَلَيْهِ السَّلاَمُ,إبراهيم عليه السلام,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَةٌ (إِشَارَة 1).mp4,Diverse,إِبْرَةٌ,إبرة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرِيقٌ.mp4,Diverse,إِبْرِيقٌ,إبريق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْطٌ.mp4,Diverse,إِبْطٌ,إبط,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْهَامٌ.mp4,Diverse,إِبْهَامٌ,إبهام,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجَّاصٌ.mp4,Diverse,إِجَّاصٌ,إجاص,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجْمَاعٌ (إِشَارَة 1).mp4,Diverse,إِجْمَاعٌ,إجماع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِدَارَةٌ (إِشَارَة 1).mp4,Diverse,إِدَارَةٌ,إدارة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذاً.mp4,Diverse,إِذاً,إذا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَا (إِشَارَة 1).mp4,Diverse,إِذَا,إذا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَاعَةٌ (إِشَارَة 1).mp4,Diverse,إِذَاعَةٌ,إذاعة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْبَانْيَا (إِشَارَة 1).mp4,Diverse,إِسْبَانْيَا,إسبانيا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْكَافِيٌّ (إِشَارَة 1).mp4,Diverse,إِسْكَافِيٌّ,إسكافي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ مَائِلَةٌ مُعَاكِسَةٌ.mp4,Diverse,إِشَارَةٌ مَائِلَةٌ مُعَاكِسَةٌ,إشارة مائلة معاكسة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ مَائِلَةٌ.mp4,Diverse,إِشَارَةٌ مَائِلَةٌ,إشارة مائلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِشَارَةٌ.mp4,Diverse,إِشَارَةٌ,إشارة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصَابَةٌ (هَدَفٌ) (إِشَارَة 1).mp4,Diverse,إِصَابَةٌ (هَدَفٌ),إصابة (هدف),1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعٌ.mp4,Diverse,إِصْبَعٌ,إصبع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعُ الْقَدَمِ (إِشَارَة 1).mp4,Diverse,إِصْبَعُ الْقَدَمِ,إصبع القدم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِعَاقَةٌ ذِهْنِيَّةٌ (إِشَارَة 1).mp4,Diverse,إِعَاقَةٌ ذِهْنِيَّةٌ,إعاقة ذهنية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 1).mp4,Diverse,إِفْرِيقْيَا,إفريقيا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 1).mp4,Diverse,إِلَى,إلى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 1).mp4,Diverse,إِمْرَأَةٌ,إمرأة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 1).mp4,Diverse,إِمْلاَءٌ,إملاء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِنَاءٌ.mp4,Diverse,إِنَاءٌ,إناء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِنْجْلَتِرّا (إِشَارَة 1).mp4,Diverse,إِنْجْلَتِرّا,إنجلترا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِوَزَّةٌ.mp4,Diverse,إِوَزَّةٌ,إوزة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 1).mp4,Diverse,إِيصَالٌ,إيصال,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 1).mp4,Diverse,إِيطَالْيَا,إيطاليا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 1).mp4,Diverse,إِيمَانٌ,إيمان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 2).mp4,Diverse,إِيمَانٌ,إيمان,2,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آخَرُ (إِشَارَة 1).mp4,Diverse,آخَرُ,آخر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آسَفِي.mp4,Diverse,آسَفِي,آسفي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آسِفٌ (إِشَارَة 1).mp4,Diverse,آسِفٌ,آسف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةٌ حَاسِبَةٌ (إِشَارَة 1).mp4,Diverse,آلَةٌ حَاسِبَةٌ,آلة حاسبة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةٌ كَاتِبَةٌ.mp4,Diverse,آلَةٌ كَاتِبَةٌ,آلة كاتبة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ التَّحَكُّمِ.mp4,Diverse,آلَةُ التَّحَكُّمِ,آلة التحكم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ التَّصْبينِ.mp4,Diverse,آلَةُ التَّصْبينِ,آلة التصبين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ الحِلاَقَةِ (إِشَارَة 1).mp4,Diverse,آلَةُ الحِلاَقَةِ,آلة الحلاقة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ تَصْويرٍ.mp4,Diverse,آلَةُ تَصْويرٍ,آلة تصوير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ.mp4,Diverse,آلَةُ حِلَاقَةٍ كَهْرَبَائِيَّةٌ,آلة حلاقة كهربائية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ خِيَاطَةٍ.mp4,Diverse,آلَةُ خِيَاطَةٍ,آلة خياطة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 1).mp4,Diverse,آلَةُ قِيَاسِ الوَزْنِ,آلة قياس الوزن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَابٌ.mp4,Diverse,بَابٌ,باب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَادِيَةٌ (إِشَارَة 1).mp4,Diverse,بَادِيَةٌ,بادية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاذِنْجَانٌ (إِشَارَة 1).mp4,Diverse,بَاذِنْجَانٌ,باذنجان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَارِدٌ.mp4,Diverse,بَارِدٌ,بارد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَازِلاَّء (إِشَارَة 1).mp4,Diverse,بَازِلاَّء,بازلاء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاعَ (إِشَارَة 1).mp4,Diverse,بَاعَ,باع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاقَةُ وَرْدٍ.mp4,Diverse,بَاقَةُ وَرْدٍ,باقة ورد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاكَالُورْيَا (إِشَارَة 1).mp4,Diverse,بَاكَالُورْيَا,باكالوريا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاكِراً.mp4,Diverse,بَاكِراً,باكرا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَالُون.mp4,Diverse,بَالُون,بالون,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَائِعُ الصُّحُفِ (إِشَارَة 1).mp4,Diverse,بَائِعُ الصُّحُفِ,بائع الصحف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَبَّغَاءٌ (إِشَارَة 1).mp4,Diverse,بَبَّغَاءٌ,ببغاء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَحْرٌ (إِشَارَة 1).mp4,Diverse,بَحْرٌ,بحر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَدَأَ (إِشَارَة 1).mp4,Diverse,بَدَأَ,بدأ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَدِينٌ.mp4,Diverse,بَدِينٌ,بدين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَرٌّ.mp4,Diverse,بَرٌّ,بر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَرَدٌ.mp4,Diverse,بَرَدٌ,برد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَرَّادُ الشَّاي.mp4,Diverse,بَرَّادُ الشَّاي,براد الشاي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَرْقٌ.mp4,Diverse,بَرْقٌ,برق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَسْطِيلَة.mp4,Diverse,بَسْطِيلَة,بسطيلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَصَقَ.mp4,Diverse,بَصَقَ,بصق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَصَلَةٌ.mp4,Diverse,بَصَلَةٌ,بصلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَصْمَةٌ.mp4,Diverse,بَصْمَةٌ,بصمة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطَاطِسٌ مُحَمَّرَةٌ (إِشَارَة 1).mp4,Diverse,بَطَاطِسٌ مُحَمَّرَةٌ,بطاطس محمرة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطَاطِسُ (إِشَارَة 1).mp4,Diverse,بَطَاطِسُ,بطاطس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطَلٌ.mp4,Diverse,بَطَلٌ,بطل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطَّاريَّةٌ.mp4,Diverse,بَطَّاريَّةٌ,بطارية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطَّةٌ.mp4,Diverse,بَطَّةٌ,بطة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطْنٌ (إِشَارَة 1).mp4,Diverse,بَطْنٌ,بطن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعَثَ (إِشَارَة 1).mp4,Diverse,بَعَثَ,بعث,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعِيدٌ.mp4,Diverse,بَعِيدٌ,بعيد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعْدَ (إِشَارَة 1).mp4,Diverse,بَعْدَ,بعد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعْضُ (إِشَارَة 1).mp4,Diverse,بَعْضُ,بعض,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَقَرَةٌ (إِشَارَة 1).mp4,Diverse,بَقَرَةٌ,بقرة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَقِيَ.mp4,Diverse,بَقِيَ,بقي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَكَى.mp4,Diverse,بَكَى,بكى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَلْ (وَلَكِنْ) (إِشَارَة 1).mp4,Diverse,بَلْ (وَلَكِنْ),بل (ولكن),1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَلْغَارْيَا (إِشَارَة 1).mp4,Diverse,بَلْغَارْيَا,بلغاريا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَلْغَةٌ.mp4,Diverse,بَلْغَةٌ,بلغة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَوْصَلَةٌ.mp4,Diverse,بَوْصَلَةٌ,بوصلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَئِيس.mp4,Diverse,بَئِيس,بئيس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَيْضٌ.mp4,Diverse,بَيْضٌ,بيض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُخَارُ الْمَاءِ (إِشَارَة 1).mp4,Diverse,بُخَارُ الْمَاءِ,بخار الماء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُرْتُقَالٌ.mp4,Diverse,بُرْتُقَالٌ,برتقال,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُرْغِيٌّ.mp4,Diverse,بُرْغِيٌّ,برغي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُهْلُولٌ.mp4,Diverse,بُهْلُولٌ,بهلول,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُولَنْدَا.mp4,Diverse,بُولَنْدَا,بولندا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُومَةٌ (إِشَارَة 1).mp4,Diverse,بُومَةٌ,بومة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِتْرُولٌ.mp4,Diverse,بِتْرُولٌ,بترول,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِذْلَةٌ.mp4,Diverse,بِذْلَةٌ,بذلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِسْكَوِيت (إِشَارَة 1).mp4,Diverse,بِسْكَوِيت,بسكويت,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِطَاقَةٌ (إِشَارَة 1).mp4,Diverse,بِطَاقَةٌ,بطاقة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِطَالَةٌ.mp4,Diverse,بِطَالَةٌ,بطالة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِطْرِيقٌ.mp4,Diverse,بِطْرِيقٌ,بطريق,,train
